# 指令元数据 - 指令名称和描述
FUSE_INSTRUCTION_BREAKPOINT_NAME,断点,Breakpoint
FUSE_LOG_EVENT_AUDIO_FINISHED,音频播放完成事件触发，播放器：{player},Audio finished event triggered, player: {player}
FUSE_LOG_EVENT_AUDIO_BUS_MONITORING_STARTED,音频总线监听已开始：{bus_name} (索引: {bus_index}，间隔: {interval}s，阈值: {threshold}dB),Audio bus monitoring started: {bus_name} (index: {bus_index}, interval: {interval}s, threshold: {threshold}dB)
FUSE_LOG_EVENT_AUDIO_BUS_VOLUME_CHANGED,音频总线音量变化事件触发：{bus_name}（旧音量：{old_volume} dB，新音量：{new_volume} dB，变化：{change} dB）,Audio bus volume changed event triggered: {bus_name} (old: {old_volume}dB, new: {new_volume}dB, change: {change}dB)

# 事件日志 - Sound Listened
FUSE_LOG_EVENT_SOUND_LISTENING_STARTED,声音监听已开始：声源 {source}，监听器 {listener}，最大距离 {max_distance}m，间隔 {interval}s，视线检测 {line_of_sight},Sound listening started: source {source}, listener {listener}, max distance {max_distance}m, interval {interval}s, line_of_sight {line_of_sight}
FUSE_LOG_EVENT_SOUND_LISTENED,声音监听事件触发（听到：{heard}，距离：{distance}m，声源：{source}，监听器：{listener}）,Sound listened event triggered (heard: {heard}, distance: {distance}m, source: {source}, listener: {listener})
FUSE_LOG_EVENT_SOUND_NODE_INVALID,声音监听节点无效，停止监听,Sound listening node invalid, stopping monitoring

# 插件相关
FUSE_PLUGIN_NAME,Fuse 可视化编程,Fuse Visual Programming
FUSE_PLUGIN_DESCRIPTION,一个用于 Godot 4.x 的可视化编程系统,A visual programming system for Godot 4.x
FUSE_PLUGIN_ACTIVATED,Fuse 可视化编程插件已激活,Fuse Visual Programming plugin activated
FUSE_PLUGIN_DEACTIVATED,Fuse 可视化编程插件已停用,Fuse Visual Programming plugin deactivated

# 变量作用域
FUSE_VARIABLE_SCOPE_LOCAL,局部,Local
FUSE_VARIABLE_SCOPE_GLOBAL,全局,Global

# 变量类型
FUSE_TYPE_BOOL,布尔,Bool
FUSE_TYPE_INT,整数,Int
FUSE_TYPE_FLOAT,浮点,Float
FUSE_TYPE_STRING,字符串,String
FUSE_TYPE_VECTOR2,二维向量,Vector2
FUSE_TYPE_VECTOR3,三维向量,Vector3
FUSE_TYPE_COLOR,颜色,Color

# UI 文本 - 静态分析面板
FUSE_UI_STATIC_ANALYSIS_TITLE,静态分析工具,Static Analysis Tool
FUSE_UI_BTN_ANALYZE_INSTRUCTIONS,分析指令序列,Analyze Instructions
FUSE_UI_BTN_CLEAR_RESULTS,清除结果,Clear Results
FUSE_UI_BTN_EXPORT_REPORT,导出报告,Export Report
FUSE_UI_STATUS_READY,就绪,Ready
FUSE_UI_STATUS_ANALYZING,正在分析指令序列...,Analyzing instruction sequence...
FUSE_UI_STATUS_ANALYSIS_COMPLETE,"分析完成 - 发现 %d 个错误，%d 个警告，%d 个建议","Analysis complete - Found %d errors, %d warnings, %d suggestions"
FUSE_UI_STATUS_CLEARED,结果已清除,Results cleared
FUSE_UI_STATUS_EXPORTED,报告已导出到: %s,Report exported to: %s
FUSE_UI_ERROR_PREFIX,错误,Error
FUSE_UI_ERROR_NO_ACTION_RUNNER,没有找到 ActionRunner,ActionRunner not found
FUSE_UI_ERROR_NO_INSTRUCTIONS,没有指令可供分析,No instructions to analyze
FUSE_UI_ERROR_NO_RESULTS,没有可导出的分析结果,No analysis results to export
FUSE_UI_ERROR_SAVE_FAILED,无法保存报告文件,Failed to save report file
FUSE_UI_WELCOME_TITLE,欢迎使用静态分析工具,Welcome to Static Analysis Tool
FUSE_UI_WELCOME_DESCRIPTION,此工具可以帮助您在开发阶段发现潜在问题：,This tool helps you discover potential issues during development:
FUSE_UI_WELCOME_FEATURE_1,变量引用错误,Variable reference errors
FUSE_UI_WELCOME_FEATURE_2,潜在死循环,Potential infinite loops
FUSE_UI_WELCOME_FEATURE_3,性能问题,Performance issues
FUSE_UI_WELCOME_FEATURE_4,资源使用问题,Resource usage issues
FUSE_UI_WELCOME_INSTRUCTION,点击"分析指令序列"按钮开始分析。,Click "Analyze Instructions" to start analysis.
FUSE_UI_VALIDATION_PASSED,指令序列验证通过,Instruction sequence validation passed
FUSE_UI_VALIDATION_FAILED,指令序列验证失败,Instruction sequence validation failed
FUSE_UI_ERRORS,错误,Errors
FUSE_UI_WARNINGS,警告,Warnings
FUSE_UI_SUGGESTIONS,建议,Suggestions
FUSE_UI_STATISTICS,统计信息,Statistics
FUSE_UI_TOTAL_INSTRUCTIONS,总指令数,Total Instructions
FUSE_UI_VALIDATION_STATUS,验证状态,Validation Status
FUSE_UI_TOTAL_ISSUES,问题总数,Total Issues
FUSE_UI_STATUS_PASSED,通过,Passed
FUSE_UI_STATUS_FAILED,失败,Failed
FUSE_UI_REPORT_TITLE,Fuse 静态分析报告,Fuse Static Analysis Report
FUSE_UI_REPORT_TIME,生成时间: %s,Generated at: %s
FUSE_UI_REPORT_VALIDATION_RESULT,验证结果: %s,Validation Result: %s
FUSE_UI_REPORT_ERROR_COUNT,错误数: %d,Error Count: %d
FUSE_UI_REPORT_WARNING_COUNT,警告数: %d,Warning Count: %d
FUSE_UI_REPORT_SUGGESTION_COUNT,建议数: %d,Suggestion Count: %d
FUSE_UI_REPORT_ERROR_DETAILS,错误详情,Error Details
FUSE_UI_REPORT_WARNING_DETAILS,警告详情,Warning Details
FUSE_UI_REPORT_SUGGESTION_DETAILS,建议详情,Suggestion Details
FUSE_UI_REPORT_COMPLETED,分析完成,Analysis completed

# UI 文本 - 调试可视化器
FUSE_UI_BTN_REFRESH,刷新,Refresh
FUSE_UI_BTN_CLEAR,清除,Clear
FUSE_UI_BTN_EXPORT,导出,Export
FUSE_UI_DEBUG_AUTO_REFRESH,自动刷新,Auto Refresh
FUSE_UI_DEBUG_WELCOME_TITLE,欢迎使用调试可视化工具,Welcome to Debug Visualizer
FUSE_UI_DEBUG_WELCOME_DESCRIPTION,此工具可以帮助您：,This tool helps you:
FUSE_UI_DEBUG_FEATURE_1,可视化指令执行流程,Visualize instruction execution flow
FUSE_UI_DEBUG_FEATURE_2,分析性能瓶颈,Analyze performance bottlenecks
FUSE_UI_DEBUG_FEATURE_3,调试复杂的执行逻辑,Debug complex execution logic
FUSE_UI_DEBUG_FEATURE_4,监控运行时状态,Monitor runtime state
FUSE_UI_DEBUG_WELCOME_INSTRUCTION,"执行一些指令后，点击'刷新'按钮查看执行历史。","After executing some instructions, click the 'Refresh' button to view execution history."
FUSE_UI_DEBUG_NO_HISTORY,没有执行历史,No execution history
FUSE_UI_DEBUG_HISTORY_TITLE,执行历史,Execution History
FUSE_UI_DEBUG_EXECUTION_ITEM,执行 #%d (%.2fs),Execution #%d (%.2fs)
FUSE_UI_DEBUG_EXEC_STATS,"指令: %d, 错误: %d","Instructions: %d, Errors: %d"
FUSE_UI_DEBUG_STEP_START,开始: %s,Start: %s
FUSE_UI_DEBUG_STEP_COMPLETE,完成: %s %s %s,Complete: %s %s %s
FUSE_UI_DEBUG_STEP_ERROR,错误: %s,Error: %s
FUSE_UI_DEBUG_STEP_PERFORMANCE,性能问题: %s (%s),Performance Issue: %s (%s)
FUSE_UI_DEBUG_STEP_EVENT,事件: %s,Event: %s
FUSE_UI_DEBUG_EXEC_DETAILS_TITLE,执行详情,Execution Details
FUSE_UI_DEBUG_BASIC_INFO,基本信息,Basic Info
FUSE_UI_DEBUG_START_TIME,开始时间,Start Time
FUSE_UI_DEBUG_END_TIME,结束时间,End Time
FUSE_UI_DEBUG_TOTAL_TIME,总耗时,Total Time
FUSE_UI_DEBUG_SECONDS,秒,seconds
FUSE_UI_DEBUG_CONTEXT_ID,上下文ID,Context ID
FUSE_UI_DEBUG_STEP_COUNT,步骤数量,Step Count
FUSE_UI_DEBUG_STATS,统计信息,Statistics
FUSE_UI_DEBUG_INSTRUCTION_COUNT,指令数量,Instruction Count
FUSE_UI_DEBUG_ERROR_COUNT,错误数量,Error Count
FUSE_UI_DEBUG_PERF_ISSUES,性能问题,Performance Issues
FUSE_UI_DEBUG_SUCCESS_RATE,成功率,Success Rate
FUSE_UI_DEBUG_AVG_TIME,平均执行时间,Average Execution Time
FUSE_UI_DEBUG_PERF_METRICS,性能指标,Performance Metrics
FUSE_UI_DEBUG_MEMORY_CHANGE,内存使用变化,Memory Usage Change
FUSE_UI_DEBUG_MEMORY_SNAPSHOTS,内存快照,Memory Snapshots
FUSE_UI_DEBUG_STEP_DETAILS_TITLE,步骤详情,Step Details
FUSE_UI_DEBUG_TYPE,类型,Type
FUSE_UI_DEBUG_TIME,时间,Time
FUSE_UI_DEBUG_INSTRUCTION,指令,Instruction
FUSE_UI_DEBUG_INSTRUCTION_TYPE,指令类型,Instruction Type
FUSE_UI_DEBUG_INSTRUCTION_INDEX,指令索引,Instruction Index
FUSE_UI_DEBUG_EXECUTION_RESULT,执行结果,Execution Result
FUSE_UI_DEBUG_YES,是,Yes
FUSE_UI_DEBUG_NO,否,No
FUSE_UI_DEBUG_SUCCESS,成功,Success
FUSE_UI_DEBUG_EXECUTION_TIME,执行时间,Execution Time
FUSE_UI_DEBUG_ERROR,错误,Error
FUSE_UI_DEBUG_PERF_DATA,性能数据,Performance Data
FUSE_UI_DEBUG_MEMORY_USAGE,内存使用,Memory Usage
FUSE_UI_DEBUG_CPU_USAGE,CPU使用率,CPU Usage
FUSE_UI_DEBUG_VARIABLE_STATE,变量状态,Variable State
FUSE_UI_DEBUG_LOCAL_VARIABLES,局部变量,Local Variables
FUSE_UI_DEBUG_GLOBAL_VARIABLES,全局变量,Global Variables
FUSE_UI_DEBUG_COUNT,个,items
FUSE_UI_DEBUG_VARIABLE_CHANGES,变量变化,Variable Changes
FUSE_UI_DEBUG_EVENT_DATA,事件数据,Event Data
FUSE_UI_DEBUG_ERROR_CONTEXT,错误上下文,Error Context
FUSE_UI_DEBUG_SECONDS_AGO,%.1f 秒前,%.1f seconds ago
FUSE_UI_DEBUG_MINUTES_AGO,%.1f 分钟前,%.1f minutes ago
FUSE_UI_DEBUG_EXPORT_SUCCESS,执行历史已导出到: %s,Execution history exported to: %s
FUSE_UI_DEBUG_EXPORT_FAILED,导出失败,Export failed

# 执行跟踪器日志消息
FUSE_LOG_TRACKING_STARTED,"开始执行跟踪，上下文ID: %s","Starting execution tracking, context ID: %s"
FUSE_LOG_WARNING_RECORD_NULL_INSTRUCTION_START,尝试记录空指令的开始,Attempting to record null instruction start
FUSE_LOG_RECORD_INSTRUCTION_START,记录指令开始: %s,Recording instruction start: %s
FUSE_LOG_WARNING_RECORD_NULL_INSTRUCTION_COMPLETE,尝试记录空指令的完成,Attempting to record null instruction complete
FUSE_LOG_RECORD_INSTRUCTION_COMPLETE,记录指令完成: %s (耗时: %.3f秒),Recording instruction complete: %s (time: %.3fs)
FUSE_LOG_RECORD_CUSTOM_EVENT,记录自定义事件: %s,Recording custom event: %s
FUSE_LOG_RECORD_EXECUTION_ERROR,记录执行错误: %s,Recording execution error: %s
FUSE_LOG_RECORD_PERFORMANCE_BOTTLENECK,记录性能瓶颈: %s (严重程度: %s),Recording performance bottleneck: %s (severity: %s)
FUSE_LOG_TRACKING_COMPLETED,"执行跟踪完成，总耗时: %.3f秒","Execution tracking completed, total time: %.3fs"
FUSE_LOG_EXECUTION_HISTORY_CLEARED,执行历史已清除,Execution history cleared
FUSE_LOG_TRACKING_CONFIG_UPDATED,跟踪配置已更新,Tracking configuration updated
FUSE_LOG_WARNING_NO_EXECUTION_HISTORY_TO_EXPORT,没有可导出的执行历史,No execution history to export
FUSE_LOG_EXECUTION_HISTORY_EXPORTED,执行历史已导出到: %s,Execution history exported to: %s
FUSE_LOG_ERROR_FAILED_TO_OPEN_EXPORT_FILE,无法打开文件进行导出: %s,Failed to open file for export: %s

# 指令执行日志 - Print Instruction
FUSE_LOG_PRINT_MESSAGE,打印消息: {message},Printing message: {message}
FUSE_LOG_PRINT_EMPTY_WARNING,"消息内容为空，将不输出","Message content is empty, nothing will be output"
FUSE_INSTRUCTION_PRINT_RESOURCE_NAME,打印: {message},Print: {message}
FUSE_INSTRUCTION_PRINT_DESCRIPTION,打印消息: "{message}",Prints message: "{message}"

# PrintVariableValue Instruction
FUSE_LOG_PRINTING_VARIABLE,打印变量: {name},Printing variable: {name}
FUSE_LOG_VARIABLE_VALUE,变量值: {name} = {value},Variable value: {name} = {value}
FUSE_INSTRUCTION_PRINT_VARIABLE_RESOURCE_NAME,打印变量 '{name}' [{scope}],Print variable '{name}' [{scope}]
FUSE_INSTRUCTION_PRINT_VARIABLE_RESOURCE_NAME_UNNAMED,打印变量 '未命名' [{scope}],Print variable 'unnamed' [{scope}]
FUSE_INSTRUCTION_PRINT_VARIABLE_RESOURCE_PATH,→ {path},→ {path}
FUSE_INSTRUCTION_PRINT_VARIABLE_RESOURCE_NOT_DETECTED,→ 未检测到资源,→ Resource not detected
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_BASE,打印变量值,Print variable value
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_WITH_NAME,打印变量值 '{name}',Prints variable value '{name}'
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_NO_NAME,未指定变量,Variable not specified
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_SCOPE,作用域: {scope},Scope: {scope}
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_RESOURCE_NODE,资源节点: {node},Resource node: {node}
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_RESOURCE_FILE,资源文件: {path},Resource file: {path}
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_AUTO_DETECT,自动检测资源节点,Auto-detect resource node
FUSE_INSTRUCTION_PRINT_VARIABLE_DESC_NO_RESOURCE_NODE,未配置资源节点,Resource node not configured

# SetVariable Instruction
FUSE_LOG_SETTING_VARIABLE,设置变量: {name} = {value},Setting variable: {name} = {value}

# SetIntVariable Instruction
FUSE_LOG_SETTING_INT_VARIABLE,设置整数变量: {name} = {value},Setting int variable: {name} = {value}

# CreateVariable Instruction
FUSE_LOG_CREATING_VARIABLE,创建变量: {name} = {value},Creating variable: {name} = {value}

# Wait Instruction
FUSE_LOG_WAITING_START,开始等待 {duration} 秒,Starting to wait for {duration} seconds
FUSE_LOG_WAITING_COMPLETE,等待完成,Waiting completed

# Count Instruction
FUSE_LOG_COUNT_INCREMENT,计数增加: {count} -> {new_count},Count incremented: {count} -> {new_count}
FUSE_LOG_COUNT_RESET,计数重置,Count reset

# Quit Instruction
FUSE_LOG_QUITTING,退出应用程序,Quitting application

# RunConditionCheck Instruction
FUSE_LOG_EVALUATING_CONDITION,评估条件,Evaluating condition
FUSE_LOG_CONDITION_RESULT,条件结果: {result},Condition result: {result}
FUSE_LOG_CONDITION_TRUE,"条件为真，执行操作","Condition is true, executing actions"
FUSE_LOG_CONDITION_FALSE,"条件为假，跳过操作","Condition is false, skipping actions"

# SetPropertyValue Instruction
FUSE_LOG_SETTING_PROPERTY,设置属性: {node}.{property} = {value},Setting property: {node}.{property} = {value}

# RunTargetNodeFunction Instruction
FUSE_LOG_CALLING_FUNCTION,调用函数: {node}.{function}(),Calling function: {node}.{function}()
FUSE_LOG_FUNCTION_CALL_SUCCESS,函数调用成功: {function},Function call successful: {function}
FUSE_LOG_FUNCTION_CALL_FAILED,函数调用失败: {function},Function call failed: {function}

# 通用指令执行日志
FUSE_LOG_INSTRUCTION_START,开始执行指令: {instruction},Starting instruction: {instruction}
FUSE_LOG_INSTRUCTION_COMPLETE,指令执行完成,Instruction execution completed
FUSE_LOG_INSTRUCTION_CANCELLED,指令执行已取消,Instruction execution cancelled

# 事件触发日志 - OnReady Event
FUSE_LOG_EVENT_READY_TRIGGERED,场景就绪事件触发,Scene ready event triggered
FUSE_LOG_EVENT_READY_DELAY,延迟 {delay} 秒后触发,Triggering after {delay} seconds delay

# OnArea2DEnter Event
FUSE_LOG_EVENT_AREA_ENTERED,2D区域进入事件触发,Area2D entered event triggered
FUSE_LOG_EVENT_AREA_ENTERED_BODY,物体进入区域: {body},Body entered area: {body}

# OnArea2DExited / OnArea3DExited Event
FUSE_LOG_EVENT_AREA_EXITED,区域离开事件触发,Area exited event triggered
FUSE_LOG_EVENT_AREA_EXITED_BODY,物体离开区域: {body},Body exited area: {body}
FUSE_LOG_EVENT_AREA_EXITED_AREA,区域离开区域: {area},Area exited area: {area}

# OnInputKey Event
FUSE_LOG_EVENT_INPUT_KEY_TRIGGERED,按键输入事件触发: {key},Input key event triggered: {key}
FUSE_LOG_EVENT_KEY_PRESSED,按键已按下: {key},Key pressed: {key}

# OnInputAction Event
FUSE_LOG_EVENT_INPUT_ACTION_TRIGGERED,动作输入事件触发: {action},Input action event triggered: {action}
FUSE_LOG_EVENT_ACTION_PRESSED,动作已触发: {action},Action pressed: {action}

# OnTargetSignalEmit Event
FUSE_LOG_EVENT_SIGNAL_EMITTED,信号发出事件触发: {signal},Signal emit event triggered: {signal}
FUSE_LOG_EVENT_SIGNAL_SOURCE,信号源: {source},Signal source: {source}

# 通用事件日志
FUSE_LOG_EVENT_TRIGGERED,事件触发,Event triggered
FUSE_LOG_EVENT_INITIALIZED,事件已初始化,Event initialized
FUSE_LOG_EVENT_TERMINATED,事件已终止,Event terminated

# 增强的错误消息
FUSE_ERROR_INSTRUCTION_EXECUTION,指令执行失败,Instruction execution failed
FUSE_ERROR_EVENT_INITIALIZATION,事件初始化失败,Event initialization failed
FUSE_ERROR_MISSING_PARAMETER,缺少必需参数: {param},Missing required parameter: {param}
FUSE_ERROR_INVALID_TARGET,无效的目标节点,Invalid target node
FUSE_ERROR_PROPERTY_NOT_WRITABLE,属性不可写,Property is not writable
FUSE_ERROR_FUNCTION_CALL_FAILED,函数调用失败,Function call failed
FUSE_ERROR_SIGNAL_NOT_FOUND,未找到信号,Signal not found
FUSE_LOG_DEBUG_EXECUTION_FLOW,执行流程: {step},Execution flow: {step}

# ActionRunner 日志
FUSE_LOG_SIGNAL_DISCONNECTED,已断开指令 '{instruction}' 的 finished 信号,Disconnected finished signal for instruction '{instruction}'
FUSE_LOG_DISCONNECTING_ALL_SIGNALS,断开所有指令的信号连接...,Disconnecting all instruction signals...
FUSE_LOG_SIGNALS_DISCONNECTED,已断开 {count} 个信号连接,Disconnected {count} signal(s)
FUSE_LOG_ACTION_RUNNER_COMPLETED,ActionRunner 执行完成并清理资源,ActionRunner execution completed and resources cleaned up
# GlobalVariableManager 日志
FUSE_LOG_GLOBAL_VAR_MANAGER_INITIALIZED,全局变量管理器（简化版本）初始化完成,Global variable manager (simplified) initialized
FUSE_LOG_VARIABLE_ADDED,变量添加成功: {name},Variable added successfully: {name}
FUSE_LOG_VARIABLE_REMOVED,变量移除成功: {name},Variable removed successfully: {name}
FUSE_LOG_ALL_VARIABLES_CLEARED,所有变量已清空,All variables cleared
FUSE_LOG_VARIABLE_VALUE_CHANGED,全局变量值变化: {name} ({old_value} -> {new_value}),Global variable value changed: {name} ({old_value} -> {new_value})

# SetPosition Instruction 特有错误
FUSE_ERROR_TARGET_NODE_EMPTY,目标节点不能为空,Target node cannot be empty
FUSE_ERROR_AREA_NODE_PATH_EMPTY,区域节点路径不能为空,Area node path cannot be empty
FUSE_ERROR_VAR_TYPE_INVALID,变量 {variable} 必须是 Vector2/Vector2i/Vector3/Vector3i 类型，实际为 {actual_type},Variable '{variable}' must be Vector2/Vector2i/Vector3/Vector3i, got '{actual_type}'
FUSE_ERROR_VAR_TYPE_NOT_NODE_OR_PATH,变量 {variable} 必须是 Node/String/NodePath 类型，实际为 {actual_type},Variable '{variable}' must be Node/String/NodePath, got '{actual_type}'
FUSE_ERROR_NODE_TYPE_INVALID,节点 {node} 必须是 Node2D 或 Node3D 类型，实际为 {actual_type},Node '{node}' must be Node2D or Node3D, got '{actual_type}'
FUSE_ERROR_INVALID_POSITION,位置值包含无效数字（NaN 或 Infinity）,Position value contains invalid numbers (NaN or Infinity)
FUSE_ERROR_INVALID_ROTATION,旋转值包含无效数字（NaN 或 Infinity）,Rotation value contains invalid numbers (NaN or Infinity)
FUSE_ERROR_INVALID_SCALE,缩放值包含无效数字（NaN 或 Infinity）,Scale value contains invalid numbers (NaN or Infinity)

# Enable/Disable Node Instruction
FUSE_INSTRUCTION_ENABLE_DISABLE_NODE_NAME,启用/禁用节点,Enable/Disable Node
FUSE_INSTRUCTION_ENABLE_DISABLE_NODE_DESC,启用或禁用节点的处理模式或可见性,Enables or disables a node's processing mode or visibility
FUSE_ERROR_NODE_NOT_CANVAS_ITEM,节点 {node_name} 不是 CanvasItem 类型，无法设置可见性,Node '{node_name}' is not a CanvasItem, cannot set visibility

# Queue Free Node Instruction
FUSE_INSTRUCTION_QUEUE_FREE_NODE_NAME,释放节点,Queue Free Node
FUSE_INSTRUCTION_QUEUE_FREE_NODE_DESC,延迟释放节点（支持立即释放和延迟释放）,Queues a node for deletion with optional delay

# Instantiate Scene Instruction
FUSE_INSTRUCTION_INSTANTIATE_SCENE_NAME,实例化场景,Instantiate Scene
